	0	1	2	3	4	5	6	7	8	9
Sentence1976	('model1-model2', 0.9942790955177426)	('model1-model3', 0.9931060724200939)	('model1-model4', 0.9618172280762396)	('model1-model5', 0.9795681999400152)	('model2-model3', 0.996567427878279)	('model2-model4', 0.9578826513666348)	('model2-model5', 0.9847066939960207)	('model3-model4', 0.9600307214746389)	('model3-model5', 0.9818226751888464)	('model4-model5', 0.9530078988516034)
Sentence1977	('model1-model2', 0.963918032180058)	('model1-model3', 0.9632856202638772)	('model1-model4', 0.9291945646345683)	('model1-model5', 0.9795245982302874)	('model2-model3', 0.9896038824108597)	('model2-model4', 0.9052436264280009)	('model2-model5', 0.976013567944625)	('model3-model4', 0.8740371635467572)	('model3-model5', 0.9637531406196083)	('model4-model5', 0.9620964240112689)
Sentence1978	('model1-model2', 0.9777286923534023)	('model1-model3', 0.9639984073082949)	('model1-model4', 0.959679205399952)	('model1-model5', 0.9259219341729745)	('model2-model3', 0.9811238357039003)	('model2-model4', 0.9670827955203982)	('model2-model5', 0.9268167183939954)	('model3-model4', 0.9832162563982482)	('model3-model5', 0.9521523565665511)	('model4-model5', 0.9590818821561389)
Sentence1979	('model1-model2', 1.0000000000000002)	('model1-model3', 0.9837387536759296)	('model1-model4', 1.0000000000000002)	('model1-model5', 1.0000000000000002)	('model2-model3', 0.9837387536759296)	('model2-model4', 1.0000000000000002)	('model2-model5', 1.0000000000000002)	('model3-model4', 0.9837387536759296)	('model3-model5', 0.9837387536759296)	('model4-model5', 1.0000000000000002)
Sentence1980	('model1-model2', 0.8656336257034147)	('model1-model3', 0.899228803025897)	('model1-model4', 0.899228803025897)	('model1-model5', 0.8532469179729295)	('model2-model3', 0.7847725965396946)	('model2-model4', 0.7847725965396946)	('model2-model5', 0.7360645656300263)	('model3-model4', 0.9999999999999998)	('model3-model5', 0.837707816583391)	('model4-model5', 0.837707816583391)
Sentence1981	('model1-model2', 0.9839608328216052)	('model1-model3', 0.9888795182221536)	('model1-model4', 0.7786951242624683)	('model1-model5', 0.9870054341995664)	('model2-model3', 0.9695564792071482)	('model2-model4', 0.7587353198723081)	('model2-model5', 0.983803956595562)	('model3-model4', 0.7522477389460759)	('model3-model5', 0.9770041771657326)	('model4-model5', 0.7842797378294211)
Sentence1982	('model1-model2', 0.9236416965191461)	('model1-model3', 0.9743076322798877)	('model1-model4', 0.838360851904924)	('model1-model5', 0.8689691513891636)	('model2-model3', 0.90490719135384)	('model2-model4', 0.9047828403282946)	('model2-model5', 0.9203017924159791)	('model3-model4', 0.8749299728480268)	('model3-model5', 0.8727034609874428)	('model4-model5', 0.9265837888406)
Sentence1983	('model1-model2', 0.9551389492939398)	('model1-model3', 0.9642482741649994)	('model1-model4', 0.9676081261776728)	('model1-model5', 0.597137115071988)	('model2-model3', 0.944158388348763)	('model2-model4', 0.964824120603015)	('model2-model5', 0.6340616764235825)	('model3-model4', 0.9640354070508421)	('model3-model5', 0.6639522165280766)	('model4-model5', 0.6379938418587675)
Sentence1984	('model1-model2', 0.9950054915143496)	('model1-model3', 0.9329494824705704)	('model1-model4', 0.9886215775382129)	('model1-model5', 0.9757240103627357)	('model2-model3', 0.9261003559247606)	('model2-model4', 0.9915304302578589)	('model2-model5', 0.9788196838185937)	('model3-model4', 0.9211500658413987)	('model3-model5', 0.9170280942194893)	('model4-model5', 0.9830798798687397)
Sentence1985	('model1-model2', 0.9999999999999999)	('model1-model3', 0.939471389065261)	('model1-model4', 0.9697622757528538)	('model1-model5', 0.9737945687202025)	('model2-model3', 0.939471389065261)	('model2-model4', 0.9697622757528538)	('model2-model5', 0.9737945687202025)	('model3-model4', 0.9851843661437778)	('model3-model5', 0.9811049102515929)	('model4-model5', 0.9958591954639383)
Sentence1986	('model1-model2', 0.9940530116639423)	('model1-model3', 0.9914775946473235)	('model1-model4', 0.9913316575867719)	('model1-model5', 0.9976996302702724)	('model2-model3', 0.9966414034501561)	('model2-model4', 0.9891396141965424)	('model2-model5', 0.9969526327174428)	('model3-model4', 0.992456419575617)	('model3-model5', 0.9947442461609511)	('model4-model5', 0.9911899596161016)
Sentence1987	('model1-model2', 0.9948153386123625)	('model1-model3', 0.9964283834791238)	('model1-model4', 0.9960688279671474)	('model1-model5', 0.9728206129291529)	('model2-model3', 0.9922229799744172)	('model2-model4', 0.9954920694326503)	('model2-model5', 0.9741902330497323)	('model3-model4', 0.9948436744932452)	('model3-model5', 0.9696061965830441)	('model4-model5', 0.9765414874649401)
Sentence1988	('model1-model2', 0.953776176686811)	('model1-model3', 0.9716053117532909)	('model1-model4', 0.978523073246526)	('model1-model5', 0.943770378451887)	('model2-model3', 0.9816498172140429)	('model2-model4', 0.9847718917935198)	('model2-model5', 0.9665614772517932)	('model3-model4', 0.9941427745773666)	('model3-model5', 0.9800711401630838)	('model4-model5', 0.982570225165903)
Sentence1989	('model1-model2', 0.9890017162361007)	('model1-model3', 0.9898133388350228)	('model1-model4', 0.9886175954344408)	('model1-model5', 0.9637119453330081)	('model2-model3', 0.9834747265425013)	('model2-model4', 0.9925118598683094)	('model2-model5', 0.9799884344650954)	('model3-model4', 0.9799425257473827)	('model3-model5', 0.9716407996475173)	('model4-model5', 0.9650537634408602)
Sentence1990	('model1-model2', 0.8661707998803909)	('model1-model3', 0.9415717588421927)	('model1-model4', 0.8495303381706195)	('model1-model5', 0.7828553808263546)	('model2-model3', 0.8147042510996101)	('model2-model4', 0.7747426178861859)	('model2-model5', 0.694175328650709)	('model3-model4', 0.8728715609439696)	('model3-model5', 0.7686151382644183)	('model4-model5', 0.803685041486804)
Sentence1991	('model1-model2', 0.9188458377475333)	('model1-model3', 0.9152086306448587)	('model1-model4', 0.9156639939957802)	('model1-model5', 0.953452840179124)	('model2-model3', 0.9891004919611717)	('model2-model4', 0.9792892870796)	('model2-model5', 0.9680943494289611)	('model3-model4', 0.9871817945317224)	('model3-model5', 0.9751689720414438)	('model4-model5', 0.9756097258823067)
Sentence1992	('model1-model2', 0.9293638536109906)	('model1-model3', 0.9677913275897617)	('model1-model4', 0.9832053946433346)	('model1-model5', 0.9370242135506126)	('model2-model3', 0.9387850836461706)	('model2-model4', 0.9409223972256724)	('model2-model5', 0.9257174676463764)	('model3-model4', 0.9581882633529878)	('model3-model5', 0.9750590114051677)	('model4-model5', 0.9493209394584664)
Sentence1993	('model1-model2', 0.9440686400617014)	('model1-model3', 0.9677035788144097)	('model1-model4', 0.9816943395088801)	('model1-model5', 0.9664564423543812)	('model2-model3', 0.937296507638125)	('model2-model4', 0.9515011557912564)	('model2-model5', 0.9502561634137351)	('model3-model4', 0.9760877279974649)	('model3-model5', 0.9576295022428515)	('model4-model5', 0.9727963492069712)
Sentence1994	('model1-model2', 0.9455910510021528)	('model1-model3', 0.8917988362401292)	('model1-model4', 0.9204788557468709)	('model1-model5', 0.9357846780924901)	('model2-model3', 0.9601300339869485)	('model2-model4', 0.9744427603908308)	('model2-model5', 0.967064276023661)	('model3-model4', 0.92948892160105)	('model3-model5', 0.922700882315484)	('model4-model5', 0.945760990397667)
Sentence1995	('model1-model2', 0.9718603052812531)	('model1-model3', 0.9682417170627141)	('model1-model4', 0.9847107704819708)	('model1-model5', 0.9407196055267423)	('model2-model3', 0.9692186625038769)	('model2-model4', 0.9811155860331993)	('model2-model5', 0.9786326139310976)	('model3-model4', 0.9832636396178158)	('model3-model5', 0.9588636753292203)	('model4-model5', 0.9712823919526195)
Sentence1996	('model1-model2', 0.8525568325400203)	('model1-model3', 0.850737855716566)	('model1-model4', 0.8487900151941636)	('model1-model5', 0.23324296201427847)	('model2-model3', 0.9893601754054444)	('model2-model4', 0.9836381939340123)	('model2-model5', 0.2945111511367169)	('model3-model4', 0.9829288804554396)	('model3-model5', 0.27874620708611797)	('model4-model5', 0.2866965614311336)
Sentence1997	('model1-model2', 0.8956076586547288)	('model1-model3', 0.8938067072686304)	('model1-model4', 0.8515528657853948)	('model1-model5', 0.3941317112657173)	('model2-model3', 0.9398953991506384)	('model2-model4', 0.9295911043925644)	('model2-model5', 0.5144957554275265)	('model3-model4', 0.922639890648617)	('model3-model5', 0.30237157840738177)	('model4-model5', 0.3790490217894517)
Sentence1998	('model1-model2', 0.9934800715262957)	('model1-model3', 0.9980048304146042)	('model1-model4', 0.9960873219272689)	('model1-model5', 0.9938105979885855)	('model2-model3', 0.9898871471945494)	('model2-model4', 0.9903751369442765)	('model2-model5', 0.9869972970765617)	('model3-model4', 0.9931001698997156)	('model3-model5', 0.9954433842810813)	('model4-model5', 0.988071475382396)
Sentence1999	('model1-model2', 0.9901355612149331)	('model1-model3', 0.9788534300484671)	('model1-model4', 0.9924541485357411)	('model1-model5', 0.968423608865858)	('model2-model3', 0.9776170103477533)	('model2-model4', 0.9951848496343532)	('model2-model5', 0.9799631925868281)	('model3-model4', 0.9791844717617754)	('model3-model5', 0.9637019268577381)	('model4-model5', 0.9802284064639725)
Sentence2000	('model1-model2', 0.9397413478602129)	('model1-model3', 0.8961141552843046)	('model1-model4', 0.869261441528762)	('model1-model5', 0.888266988835121)	('model2-model3', 0.9292795696382448)	('model2-model4', 0.8810677178572227)	('model2-model5', 0.9243063880244802)	('model3-model4', 0.958600017822395)	('model3-model5', 0.9863251806048108)	('model4-model5', 0.9310377580908743)
Sentence2001	('model1-model2', 0.9866804708267095)	('model1-model3', 0.988995412335827)	('model1-model4', 0.9812130836442602)	('model1-model5', 0.9797972136919759)	('model2-model3', 0.976585747993176)	('model2-model4', 0.972346506419375)	('model2-model5', 0.9697423464213649)	('model3-model4', 0.9907157503483459)	('model3-model5', 0.9893046395520888)	('model4-model5', 0.9848048051889586)
Sentence2002	('model1-model2', 0.8646124942288438)	('model1-model3', 0.8147636170865935)	('model1-model4', 0.9516379982065087)	('model1-model5', 0.9572358503185124)	('model2-model3', 0.9676890613257759)	('model2-model4', 0.8949026936492482)	('model2-model5', 0.9178858450465921)	('model3-model4', 0.8258517403849671)	('model3-model5', 0.8700090455096893)	('model4-model5', 0.9521603762104778)
Sentence2003	('model1-model2', 0.9966350282090177)	('model1-model3', 0.9777286923534023)	('model1-model4', 0.9349276099540229)	('model1-model5', 0.9625642244276523)	('model2-model3', 0.9733469228164345)	('model2-model4', 0.9323351469783169)	('model2-model5', 0.9759212029959514)	('model3-model4', 0.9428334410862556)	('model3-model5', 0.9356746163538644)	('model4-model5', 0.892363919068504)
Sentence2004	('model1-model2', 0.9996312298580072)	('model1-model3', 0.9985185704704783)	('model1-model4', 0.9996312298580072)	('model1-model5', 0.9996312298580072)	('model2-model3', 0.999627914453293)	('model2-model4', 1.0000000000000002)	('model2-model5', 1.0000000000000002)	('model3-model4', 0.999627914453293)	('model3-model5', 0.999627914453293)	('model4-model5', 1.0000000000000002)
Sentence2005	('model1-model2', 0.9661124187907051)	('model1-model3', 0.956082730697871)	('model1-model4', 0.9568716750147366)	('model1-model5', 0.9415617427165249)	('model2-model3', 0.9235589222731387)	('model2-model4', 0.9052636714321496)	('model2-model5', 0.9005359028271454)	('model3-model4', 0.955897920671121)	('model3-model5', 0.9425728689407927)	('model4-model5', 0.9558988911273406)
Sentence2006	('model1-model2', 0.9905817609162709)	('model1-model3', 0.9907070178957736)	('model1-model4', 0.9954443039280595)	('model1-model5', 0.9747714845028803)	('model2-model3', 0.9993503459611)	('model2-model4', 0.9936133867818956)	('model2-model5', 0.9823322771512342)	('model3-model4', 0.9944802676582017)	('model3-model5', 0.9794716803127342)	('model4-model5', 0.9800642365580361)
Sentence2007	('model1-model2', 0.9580170197702604)	('model1-model3', 0.9999999999999999)	('model1-model4', 0.9999999999999999)	('model1-model5', 0.9860292133307943)	('model2-model3', 0.9580170197702604)	('model2-model4', 0.9580170197702604)	('model2-model5', 0.9661016949152542)	('model3-model4', 0.9999999999999999)	('model3-model5', 0.9860292133307943)	('model4-model5', 0.9860292133307943)
Sentence2008	('model1-model2', 0.989406779661017)	('model1-model3', 0.97316649565945)	('model1-model4', 0.9934589390993561)	('model1-model5', 0.9841009506668595)	('model2-model3', 0.9775402776624138)	('model2-model4', 0.9912314526888194)	('model2-model5', 0.9862878416683415)	('model3-model4', 0.9817752382853002)	('model3-model5', 0.9864559819413093)	('model4-model5', 0.990972196020994)
Sentence2009	('model1-model2', 0.9909824150875516)	('model1-model3', 0.9939912881388713)	('model1-model4', 0.9999999999999999)	('model1-model5', 0.9992955321379703)	('model2-model3', 0.9851944585515123)	('model2-model4', 0.9909824150875516)	('model2-model5', 0.9902882454158544)	('model3-model4', 0.9939912881388713)	('model3-model5', 0.9929536905802395)	('model4-model5', 0.9992955321379703)
Sentence2010	('model1-model2', 0.9641100542579729)	('model1-model3', 0.9888665950759702)	('model1-model4', 0.9610646805481119)	('model1-model5', 0.9856107606091623)	('model2-model3', 0.9591022099757294)	('model2-model4', 0.9746166016728144)	('model2-model5', 0.9626586457690323)	('model3-model4', 0.9589266029707681)	('model3-model5', 0.9897452137976188)	('model4-model5', 0.9620942898608359)
Sentence2011	('model1-model2', 0.9988879660817441)	('model1-model3', 0.9943154232675893)	('model1-model4', 0.9898210507945853)	('model1-model5', 0.9902195454702849)	('model2-model3', 0.9951911419946402)	('model2-model4', 0.9909801275400477)	('model2-model5', 0.987935352218252)	('model3-model4', 0.9984038297885897)	('model3-model5', 0.993925621294631)	('model4-model5', 0.9945070261924742)
Sentence2012	('model1-model2', 0.9792146656179949)	('model1-model3', 0.6193277412022953)	('model1-model4', 0.9654154686077011)	('model1-model5', 0.7259176273972168)	('model2-model3', 0.6607640378551365)	('model2-model4', 0.9908659777176307)	('model2-model5', 0.786764873296508)	('model3-model4', 0.7297004454609394)	('model3-model5', 0.8736148783229487)	('model4-model5', 0.8394429663190264)
Sentence2013	('model1-model2', 0.9738935542400895)	('model1-model3', 0.9765989025431077)	('model1-model4', 0.9723394707234466)	('model1-model5', 0.9586844200650615)	('model2-model3', 0.9605726459992378)	('model2-model4', 0.9530725278973565)	('model2-model5', 0.9313680873617249)	('model3-model4', 0.9894300715264298)	('model3-model5', 0.9656635732352368)	('model4-model5', 0.9566015633584015)
Sentence2014	('model1-model2', 0.9491738451705843)	('model1-model3', 0.9756688205254052)	('model1-model4', 0.9581620707396423)	('model1-model5', 0.9751727487711337)	('model2-model3', 0.9557295238847313)	('model2-model4', 0.9790608955933936)	('model2-model5', 0.9639949408415355)	('model3-model4', 0.9600129097481744)	('model3-model5', 0.9651048301985189)	('model4-model5', 0.9693219354615327)
Sentence2015	('model1-model2', 0.9889092831005168)	('model1-model3', 0.9902217910592864)	('model1-model4', 0.9941080089025598)	('model1-model5', 0.9827061680737719)	('model2-model3', 0.9848276372805209)	('model2-model4', 0.9946263296289636)	('model2-model5', 0.9798108444761089)	('model3-model4', 0.9870745534221197)	('model3-model5', 0.9881124968359569)	('model4-model5', 0.9824059878947877)
Sentence2016	('model1-model2', 1.0)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 1.0)	('model2-model3', 1.0)	('model2-model4', 1.0)	('model2-model5', 1.0)	('model3-model4', 1.0)	('model3-model5', 1.0)	('model4-model5', 1.0)
Sentence2017	('model1-model2', 0.9424243129744964)	('model1-model3', 0.9805846553122103)	('model1-model4', 0.9721633589663268)	('model1-model5', 0.41101912731946727)	('model2-model3', 0.9382081652581212)	('model2-model4', 0.9147019653150579)	('model2-model5', 0.4429781431237491)	('model3-model4', 0.956182487050471)	('model3-model5', 0.39451616021373875)	('model4-model5', 0.37210041562251583)
Sentence2018	('model1-model2', 0.9740312378564066)	('model1-model3', 0.9734171651945848)	('model1-model4', 0.9809890008120634)	('model1-model5', 0.9721294757682359)	('model2-model3', 0.988569665439504)	('model2-model4', 0.9769693631026759)	('model2-model5', 0.9603472012588081)	('model3-model4', 0.9736832664840267)	('model3-model5', 0.9700558708620943)	('model4-model5', 0.976689964121834)
Sentence2019	('model1-model2', 0.842206176690623)	('model1-model3', 0.8877774738226308)	('model1-model4', 0.9106416928094863)	('model1-model5', 0.8786516720236953)	('model2-model3', 0.984171618772635)	('model2-model4', 0.9724516580041462)	('model2-model5', 0.9828019074032557)	('model3-model4', 0.9886230654859615)	('model3-model5', 0.9861197655890339)	('model4-model5', 0.9909484944915775)
Sentence2020	('model1-model2', 0.9618637524654302)	('model1-model3', 0.23978554974569455)	('model1-model4', 0.9684085160612127)	('model1-model5', 0.332720455486971)	('model2-model3', 0.4897166056118489)	('model2-model4', 0.9965149153859477)	('model2-model5', 0.5695773996171659)	('model3-model4', 0.4636458798009973)	('model3-model5', 0.9750414858507838)	('model4-model5', 0.5477164886580277)
Sentence2021	('model1-model2', 0.7134355612323058)	('model1-model3', 0.9933623167240035)	('model1-model4', 0.8167786743895961)	('model1-model5', 0.7635762054729772)	('model2-model3', 0.6484817321238165)	('model2-model4', 0.7934587956596715)	('model2-model5', 0.6306071684264292)	('model3-model4', 0.7928697804979585)	('model3-model5', 0.7592457756816584)	('model4-model5', 0.8486043434520002)
Sentence2022	('model1-model2', 0.9197086241137825)	('model1-model3', 0.8554823885364436)	('model1-model4', 0.9133312776307471)	('model1-model5', 0.887170521952998)	('model2-model3', 0.9598893272275985)	('model2-model4', 0.98328200498446)	('model2-model5', 0.9714444318753005)	('model3-model4', 0.9834947405868039)	('model3-model5', 0.9829099719643772)	('model4-model5', 0.9776792129101667)
Sentence2023	('model1-model2', 0.981946728236195)	('model1-model3', 0.998292137849349)	('model1-model4', 1.0000000000000002)	('model1-model5', 0.998292137849349)	('model2-model3', 0.9754521126460377)	('model2-model4', 0.981946728236195)	('model2-model5', 0.9754521126460377)	('model3-model4', 0.998292137849349)	('model3-model5', 1.0)	('model4-model5', 0.998292137849349)
Sentence2024	('model1-model2', 0.8774516719387474)	('model1-model3', 0.9917650344703041)	('model1-model4', 0.9789963134696039)	('model1-model5', 0.9615423638781951)	('model2-model3', 0.8797888095088454)	('model2-model4', 0.8941957353727804)	('model2-model5', 0.8151369838678255)	('model3-model4', 0.9790214675542798)	('model3-model5', 0.966121733377168)	('model4-model5', 0.937038309469348)
Sentence2025	('model1-model2', 0.9835877134172807)	('model1-model3', 0.9798224232772133)	('model1-model4', 0.9894873891169199)	('model1-model5', 0.9902098390616643)	('model2-model3', 0.9880704378106995)	('model2-model4', 0.9913531291324378)	('model2-model5', 0.9913019070669714)	('model3-model4', 0.9849930260568917)	('model3-model5', 0.9867981793428751)	('model4-model5', 0.9979942166107456)
Sentence2026	('model1-model2', 0.9807273766552015)	('model1-model3', 0.9775225018696057)	('model1-model4', 0.9619005045824706)	('model1-model5', 0.9858675259604995)	('model2-model3', 0.9861212497582975)	('model2-model4', 0.9859969976916337)	('model2-model5', 0.975245451527024)	('model3-model4', 0.9844454766912574)	('model3-model5', 0.9596904360864965)	('model4-model5', 0.9590305450205392)
Sentence2027	('model1-model2', 0.9960022492057042)	('model1-model3', 0.9889320563725629)	('model1-model4', 0.9960022492057042)	('model1-model5', 0.9936334112528468)	('model2-model3', 0.9941348467724342)	('model2-model4', 1.0)	('model2-model5', 0.999493026021601)	('model3-model4', 0.9941348467724342)	('model3-model5', 0.9952343387640538)	('model4-model5', 0.999493026021601)
Sentence2028	('model1-model2', 0.9896097821904739)	('model1-model3', 0.9885891333197677)	('model1-model4', 0.9816222365094214)	('model1-model5', 0.9856278012548935)	('model2-model3', 0.9877527236867759)	('model2-model4', 0.9841644854150331)	('model2-model5', 0.9893363043726618)	('model3-model4', 0.9745313447614834)	('model3-model5', 0.9910044595301017)	('model4-model5', 0.9743010864316037)
Sentence2029	('model1-model2', 0.9292051936971298)	('model1-model3', 0.8864820021501025)	('model1-model4', 0.11795026891577128)	('model1-model5', 0.909401343919025)	('model2-model3', 0.8787042802451869)	('model2-model4', 0.10188901415811949)	('model2-model5', 0.8798208560784526)	('model3-model4', 0.14655259544013727)	('model3-model5', 0.9268119508060212)	('model4-model5', 0.15968814362396833)
Sentence2030	('model1-model2', 0.992200528797187)	('model1-model3', 0.990169050940904)	('model1-model4', 0.9856357126685947)	('model1-model5', 0.9662880666724744)	('model2-model3', 0.98502590092298)	('model2-model4', 0.9838783965742548)	('model2-model5', 0.9576062502609944)	('model3-model4', 0.9808673745636886)	('model3-model5', 0.9697413850835955)	('model4-model5', 0.965237742505373)
Sentence2031	('model1-model2', 0.9467893703307798)	('model1-model3', 0.9948123930826621)	('model1-model4', 0.9715212226106551)	('model1-model5', 0.9918210408374205)	('model2-model3', 0.9462559832223191)	('model2-model4', 0.9412765097533089)	('model2-model5', 0.9508796686182313)	('model3-model4', 0.9757305885359584)	('model3-model5', 0.9913286793843453)	('model4-model5', 0.9836959384470632)
Sentence2032	('model1-model2', 0.9820804379307495)	('model1-model3', 0.9660685121582046)	('model1-model4', 0.9717071836571473)	('model1-model5', 0.9910512741843183)	('model2-model3', 0.9733027799743199)	('model2-model4', 0.9876603032734648)	('model2-model5', 0.9899295406339209)	('model3-model4', 0.9606354494554707)	('model3-model5', 0.9681942590783731)	('model4-model5', 0.9819148154145426)
Sentence2033	('model1-model2', 0.9911551804840434)	('model1-model3', 0.9784860142640783)	('model1-model4', 0.988125176597914)	('model1-model5', 0.9634258962687385)	('model2-model3', 0.9825356706430672)	('model2-model4', 0.9908470001860922)	('model2-model5', 0.956182887467515)	('model3-model4', 0.9738516810963534)	('model3-model5', 0.9464948676893141)	('model4-model5', 0.9491107877787263)
Sentence2034	('model1-model2', 0.9521815419015293)	('model1-model3', 0.9809713181970089)	('model1-model4', 0.7956651461856139)	('model1-model5', 0.8707541725822141)	('model2-model3', 0.9453802374948816)	('model2-model4', 0.8418517737542951)	('model2-model5', 0.8334240724948094)	('model3-model4', 0.7901340295924955)	('model3-model5', 0.8777678491615053)	('model4-model5', 0.7683316482897918)
Sentence2035	('model1-model2', 0.9986444389135241)	('model1-model3', 0.9892039689741291)	('model1-model4', 0.9930472127237064)	('model1-model5', 0.9944931386438551)	('model2-model3', 0.9851190623201499)	('model2-model4', 0.991809725517822)	('model2-model5', 0.9904639000017816)	('model3-model4', 0.996270962773436)	('model3-model5', 0.9949973743978962)	('model4-model5', 0.9957173250742358)
Sentence2036	('model1-model2', 1.0)	('model1-model3', 0.997581848379074)	('model1-model4', 1.0)	('model1-model5', 1.0)	('model2-model3', 0.997581848379074)	('model2-model4', 1.0)	('model2-model5', 1.0)	('model3-model4', 0.997581848379074)	('model3-model5', 0.997581848379074)	('model4-model5', 1.0)
Sentence2037	('model1-model2', 0.8399210511316161)	('model1-model3', 0.5329517414226601)	('model1-model4', 0.8182234484312841)	('model1-model5', 0.19245008972987526)	('model2-model3', 0.6775602264716483)	('model2-model4', 0.9277781834703688)	('model2-model5', 0.3273268353539886)	('model3-model4', 0.6023685073267288)	('model3-model5', 0.7552632224670202)	('model4-model5', 0.22086305214969307)
Sentence2038	('model1-model2', 0.990166690137285)	('model1-model3', 0.9915981302246604)	('model1-model4', 0.9951843919495557)	('model1-model5', 0.9947833947667696)	('model2-model3', 0.9896042374417109)	('model2-model4', 0.993183287957596)	('model2-model5', 0.9957404491862294)	('model3-model4', 0.9939896301237827)	('model3-model5', 0.9896547210146266)	('model4-model5', 0.9932339541118417)
Sentence2039	('model1-model2', 0.9711082220876492)	('model1-model3', 0.9323295175195994)	('model1-model4', 0.8867697784764523)	('model1-model5', 0.9588298042830113)	('model2-model3', 0.8895505384820155)	('model2-model4', 0.8804447879926607)	('model2-model5', 0.9296211748797977)	('model3-model4', 0.9214251951427757)	('model3-model5', 0.9118690446764685)	('model4-model5', 0.8825409631694807)
Sentence2040	('model1-model2', 0.9892599625979527)	('model1-model3', 0.9608522492463976)	('model1-model4', 0.9892599625979527)	('model1-model5', 1.0000000000000002)	('model2-model3', 0.9549939980853381)	('model2-model4', 1.0)	('model2-model5', 0.9892599625979527)	('model3-model4', 0.9549939980853381)	('model3-model5', 0.9608522492463976)	('model4-model5', 0.9892599625979527)
Sentence2041	('model1-model2', 0.9960089701322384)	('model1-model3', 1.0)	('model1-model4', 0.9968170456879075)	('model1-model5', 0.6432378911980997)	('model2-model3', 0.9960089701322384)	('model2-model4', 0.9953826861505494)	('model2-model5', 0.6647057997588381)	('model3-model4', 0.9968170456879075)	('model3-model5', 0.6432378911980997)	('model4-model5', 0.7020016824853875)
Sentence2042	('model1-model2', 0.9496983460651273)	('model1-model3', 0.8749186795414559)	('model1-model4', 0.4024016226462445)	('model1-model5', 0.32923769125601826)	('model2-model3', 0.8609460320922785)	('model2-model4', 0.43520348874994297)	('model2-model5', 0.34059403467386845)	('model3-model4', 0.38095238095238093)	('model3-model5', 0.2857142857142857)	('model4-model5', 0.9387755102040817)
Sentence2043	('model1-model2', 0.949158680817568)	('model1-model3', 0.981769578897833)	('model1-model4', 0.9813092858209905)	('model1-model5', 0.9805386089292506)	('model2-model3', 0.9564552243465373)	('model2-model4', 0.9612544091137964)	('model2-model5', 0.954796368239271)	('model3-model4', 0.996878860169363)	('model3-model5', 0.9577288875647103)	('model4-model5', 0.957492679715808)
Sentence2044	('model1-model2', 0.5641735476184847)	('model1-model3', 0.5056746153530055)	('model1-model4', 0.4692836811973997)	('model1-model5', 0.4912625617046908)	('model2-model3', 0.8974435308395566)	('model2-model4', 0.8929772359184308)	('model2-model5', 0.8892496371658999)	('model3-model4', 0.927753785512912)	('model3-model5', 0.9698971706655658)	('model4-model5', 0.9119666486866895)
Sentence2045	('model1-model2', 0.9433485792940353)	('model1-model3', 0.9893533233786395)	('model1-model4', 0.992840117763985)	('model1-model5', 0.9670544421833662)	('model2-model3', 0.9691166038562742)	('model2-model4', 0.9570511429837556)	('model2-model5', 0.967301666813349)	('model3-model4', 0.9939480416580007)	('model3-model5', 0.9898500727144071)	('model4-model5', 0.9682479732500077)
Sentence2046	('model1-model2', 0.9424585270153605)	('model1-model3', 0.8711448103687532)	('model1-model4', 0.9376736528408375)	('model1-model5', 0.8734083215629614)	('model2-model3', 0.8728604770717767)	('model2-model4', 0.9019395302893951)	('model2-model5', 0.9026856822890597)	('model3-model4', 0.858150917550382)	('model3-model5', 0.8903740843922371)	('model4-model5', 0.9206826906635022)
Sentence2047	('model1-model2', 0.9895285072531598)	('model1-model3', 0.9895285072531598)	('model1-model4', 1.0000000000000002)	('model1-model5', 0.9895285072531598)	('model2-model3', 1.0)	('model2-model4', 0.9895285072531598)	('model2-model5', 1.0)	('model3-model4', 0.9895285072531598)	('model3-model5', 1.0)	('model4-model5', 0.9895285072531598)
Sentence2048	('model1-model2', 0.9912153584564143)	('model1-model3', 0.9736717237934689)	('model1-model4', 0.9975726706018411)	('model1-model5', 0.9958783640898181)	('model2-model3', 0.9632545931758528)	('model2-model4', 0.9940543154185537)	('model2-model5', 0.9947509532298419)	('model3-model4', 0.9776236655769247)	('model3-model5', 0.9761822687695515)	('model4-model5', 0.9991225564481683)
Sentence2049	('model1-model2', 0.880813587013872)	('model1-model3', 0.8456571731037162)	('model1-model4', 0.9420037634999202)	('model1-model5', 0.971081414037234)	('model2-model3', 0.9482355947230559)	('model2-model4', 0.9147303521975054)	('model2-model5', 0.8805728102246262)	('model3-model4', 0.8427336805621943)	('model3-model5', 0.8634173383410164)	('model4-model5', 0.93967009974662)
Sentence2050	('model1-model2', 0.9999999999999999)	('model1-model3', 0.9999999999999999)	('model1-model4', 0.891280119884226)	('model1-model5', 0.9999999999999999)	('model2-model3', 0.9999999999999999)	('model2-model4', 0.891280119884226)	('model2-model5', 0.9999999999999999)	('model3-model4', 0.891280119884226)	('model3-model5', 0.9999999999999999)	('model4-model5', 0.891280119884226)
