sentence_id	distance	rank_order
Sentence3829	3083	cat+oci+spa-eng ranked at 3011, higher than baseline2021 at 6094
Sentence3542	3083	baseline2021 ranked at 3381, higher than cat+oci+spa-eng at 6464
Sentence3272	3081	cat+oci+spa-eng ranked at 2025, higher than baseline2021 at 5106
Sentence2846	3080	cat+oci+spa-eng ranked at 2652, higher than baseline2021 at 5732
Sentence4754	3080	cat+oci+spa-eng ranked at 2861, higher than baseline2021 at 5941
Sentence556	3077	baseline2021 ranked at 2174, higher than cat+oci+spa-eng at 5251
Sentence417	3071	cat+oci+spa-eng ranked at 207, higher than baseline2021 at 3278
Sentence3997	3069	baseline2021 ranked at 1551, higher than cat+oci+spa-eng at 4620
Sentence4314	3061	baseline2021 ranked at 1352, higher than cat+oci+spa-eng at 4413
Sentence1464	3060	cat+oci+spa-eng ranked at 3020, higher than baseline2021 at 6080
Sentence4073	3058	cat+oci+spa-eng ranked at 1408, higher than baseline2021 at 4466
Sentence3921	3057	baseline2021 ranked at 3090, higher than cat+oci+spa-eng at 6147
Sentence1821	3056	baseline2021 ranked at 276, higher than cat+oci+spa-eng at 3332
Sentence4937	3055	cat+oci+spa-eng ranked at 2993, higher than baseline2021 at 6048
Sentence1178	3055	baseline2021 ranked at 546, higher than cat+oci+spa-eng at 3601
Sentence624	3052	cat+oci+spa-eng ranked at 3311, higher than baseline2021 at 6363
Sentence95	3050	baseline2021 ranked at 3386, higher than cat+oci+spa-eng at 6436
Sentence727	3047	baseline2021 ranked at 2958, higher than cat+oci+spa-eng at 6005
Sentence4451	3045	cat+oci+spa-eng ranked at 1762, higher than baseline2021 at 4807
Sentence1555	3044	cat+oci+spa-eng ranked at 2441, higher than baseline2021 at 5485
Sentence3262	3044	cat+oci+spa-eng ranked at 3077, higher than baseline2021 at 6121
Sentence3688	3044	baseline2021 ranked at 2439, higher than cat+oci+spa-eng at 5483
Sentence5628	3038	cat+oci+spa-eng ranked at 2048, higher than baseline2021 at 5086
Sentence3791	3037	baseline2021 ranked at 14, higher than cat+oci+spa-eng at 3051
Sentence3701	3035	cat+oci+spa-eng ranked at 2440, higher than baseline2021 at 5475
Sentence1383	3033	baseline2021 ranked at 1034, higher than cat+oci+spa-eng at 4067
Sentence2679	3029	baseline2021 ranked at 1124, higher than cat+oci+spa-eng at 4153
Sentence2324	3027	baseline2021 ranked at 1203, higher than cat+oci+spa-eng at 4230
Sentence2226	3023	baseline2021 ranked at 10, higher than cat+oci+spa-eng at 3033
Sentence1279	3023	baseline2021 ranked at 2838, higher than cat+oci+spa-eng at 5861
Sentence1581	3022	baseline2021 ranked at 2780, higher than cat+oci+spa-eng at 5802
Sentence5378	3021	baseline2021 ranked at 1366, higher than cat+oci+spa-eng at 4387
Sentence1404	3016	cat+oci+spa-eng ranked at 239, higher than baseline2021 at 3255
Sentence974	3011	baseline2021 ranked at 1651, higher than cat+oci+spa-eng at 4662
Sentence3196	3005	baseline2021 ranked at 2731, higher than cat+oci+spa-eng at 5736
Sentence6376	3002	cat+oci+spa-eng ranked at 3438, higher than baseline2021 at 6440
Sentence2843	2999	cat+oci+spa-eng ranked at 2896, higher than baseline2021 at 5895
Sentence4013	2997	cat+oci+spa-eng ranked at 987, higher than baseline2021 at 3984
Sentence5822	2994	baseline2021 ranked at 2200, higher than cat+oci+spa-eng at 5194
Sentence5557	2992	cat+oci+spa-eng ranked at 2242, higher than baseline2021 at 5234
Sentence4437	2991	cat+oci+spa-eng ranked at 3187, higher than baseline2021 at 6178
Sentence2579	2989	cat+oci+spa-eng ranked at 381, higher than baseline2021 at 3370
Sentence6017	2984	baseline2021 ranked at 63, higher than cat+oci+spa-eng at 3047
Sentence6262	2982	cat+oci+spa-eng ranked at 25, higher than baseline2021 at 3007
Sentence5217	2981	cat+oci+spa-eng ranked at 3208, higher than baseline2021 at 6189
Sentence1153	2977	cat+oci+spa-eng ranked at 1401, higher than baseline2021 at 4378
Sentence5486	2977	cat+oci+spa-eng ranked at 2923, higher than baseline2021 at 5900
Sentence1895	2976	baseline2021 ranked at 2809, higher than cat+oci+spa-eng at 5785
Sentence5670	2972	cat+oci+spa-eng ranked at 1841, higher than baseline2021 at 4813
Sentence2606	2972	baseline2021 ranked at 2059, higher than cat+oci+spa-eng at 5031
Sentence5160	2971	baseline2021 ranked at 1092, higher than cat+oci+spa-eng at 4063
Sentence6459	2964	cat+oci+spa-eng ranked at 2168, higher than baseline2021 at 5132
Sentence1238	2964	baseline2021 ranked at 678, higher than cat+oci+spa-eng at 3642
Sentence858	2962	baseline2021 ranked at 3, higher than cat+oci+spa-eng at 2965
Sentence2331	2959	baseline2021 ranked at 559, higher than cat+oci+spa-eng at 3518
Sentence4371	2959	baseline2021 ranked at 3493, higher than cat+oci+spa-eng at 6452
Sentence3857	2957	cat+oci+spa-eng ranked at 2171, higher than baseline2021 at 5128
Sentence1261	2952	cat+oci+spa-eng ranked at 2308, higher than baseline2021 at 5260
Sentence1505	2948	cat+oci+spa-eng ranked at 719, higher than baseline2021 at 3667
Sentence4028	2948	cat+oci+spa-eng ranked at 2495, higher than baseline2021 at 5443
Sentence3302	2947	cat+oci+spa-eng ranked at 1891, higher than baseline2021 at 4838
Sentence424	2941	baseline2021 ranked at 2477, higher than cat+oci+spa-eng at 5418
Sentence1179	2940	cat+oci+spa-eng ranked at 1120, higher than baseline2021 at 4060
Sentence2054	2936	baseline2021 ranked at 2814, higher than cat+oci+spa-eng at 5750
Sentence5230	2934	cat+oci+spa-eng ranked at 568, higher than baseline2021 at 3502
Sentence3259	2933	cat+oci+spa-eng ranked at 62, higher than baseline2021 at 2995
Sentence1190	2932	cat+oci+spa-eng ranked at 523, higher than baseline2021 at 3455
Sentence358	2924	baseline2021 ranked at 1258, higher than cat+oci+spa-eng at 4182
Sentence4703	2922	cat+oci+spa-eng ranked at 1995, higher than baseline2021 at 4917
Sentence773	2921	baseline2021 ranked at 1004, higher than cat+oci+spa-eng at 3925
Sentence4345	2913	baseline2021 ranked at 2514, higher than cat+oci+spa-eng at 5427
Sentence5058	2911	cat+oci+spa-eng ranked at 3196, higher than baseline2021 at 6107
Sentence4784	2911	baseline2021 ranked at 1888, higher than cat+oci+spa-eng at 4799
Sentence2482	2905	baseline2021 ranked at 441, higher than cat+oci+spa-eng at 3346
Sentence4344	2904	baseline2021 ranked at 317, higher than cat+oci+spa-eng at 3221
Sentence1139	2902	cat+oci+spa-eng ranked at 821, higher than baseline2021 at 3723
Sentence2329	2902	baseline2021 ranked at 406, higher than cat+oci+spa-eng at 3308
Sentence2769	2901	baseline2021 ranked at 3467, higher than cat+oci+spa-eng at 6368
Sentence5262	2899	baseline2021 ranked at 3175, higher than cat+oci+spa-eng at 6074
Sentence5526	2898	cat+oci+spa-eng ranked at 3383, higher than baseline2021 at 6281
Sentence1357	2895	cat+oci+spa-eng ranked at 2507, higher than baseline2021 at 5402
Sentence2546	2894	cat+oci+spa-eng ranked at 3291, higher than baseline2021 at 6185
Sentence368	2892	baseline2021 ranked at 1489, higher than cat+oci+spa-eng at 4381
Sentence3396	2889	cat+oci+spa-eng ranked at 64, higher than baseline2021 at 2953
Sentence5386	2886	cat+oci+spa-eng ranked at 1447, higher than baseline2021 at 4333
Sentence5442	2884	cat+oci+spa-eng ranked at 3456, higher than baseline2021 at 6340
Sentence2423	2882	baseline2021 ranked at 1389, higher than cat+oci+spa-eng at 4271
Sentence2537	2877	baseline2021 ranked at 1284, higher than cat+oci+spa-eng at 4161
Sentence2842	2876	baseline2021 ranked at 490, higher than cat+oci+spa-eng at 3366
Sentence4322	2874	cat+oci+spa-eng ranked at 2605, higher than baseline2021 at 5479
Sentence355	2872	cat+oci+spa-eng ranked at 2977, higher than baseline2021 at 5849
Sentence4824	2870	baseline2021 ranked at 354, higher than cat+oci+spa-eng at 3224
Sentence1401	2870	baseline2021 ranked at 412, higher than cat+oci+spa-eng at 3282
Sentence4626	2869	baseline2021 ranked at 2523, higher than cat+oci+spa-eng at 5392
Sentence1148	2868	cat+oci+spa-eng ranked at 37, higher than baseline2021 at 2905
Sentence6243	2863	baseline2021 ranked at 3081, higher than cat+oci+spa-eng at 5944
Sentence2827	2862	cat+oci+spa-eng ranked at 2149, higher than baseline2021 at 5011
Sentence5613	2858	cat+oci+spa-eng ranked at 827, higher than baseline2021 at 3685
Sentence6278	2858	baseline2021 ranked at 2241, higher than cat+oci+spa-eng at 5099
Sentence3252	2855	baseline2021 ranked at 3195, higher than cat+oci+spa-eng at 6050
Sentence2950	2853	cat+oci+spa-eng ranked at 803, higher than baseline2021 at 3656
Sentence4011	2852	cat+oci+spa-eng ranked at 2092, higher than baseline2021 at 4944
Sentence5028	2851	cat+oci+spa-eng ranked at 176, higher than baseline2021 at 3027
Sentence2886	2848	cat+oci+spa-eng ranked at 569, higher than baseline2021 at 3417
Sentence5250	2848	cat+oci+spa-eng ranked at 2296, higher than baseline2021 at 5144
Sentence3576	2845	cat+oci+spa-eng ranked at 1305, higher than baseline2021 at 4150
Sentence3645	2843	cat+oci+spa-eng ranked at 170, higher than baseline2021 at 3013
Sentence3444	2842	baseline2021 ranked at 384, higher than cat+oci+spa-eng at 3226
Sentence1239	2842	baseline2021 ranked at 2138, higher than cat+oci+spa-eng at 4980
Sentence982	2836	cat+oci+spa-eng ranked at 2634, higher than baseline2021 at 5470
Sentence3048	2834	cat+oci+spa-eng ranked at 2973, higher than baseline2021 at 5807
Sentence4807	2833	baseline2021 ranked at 1760, higher than cat+oci+spa-eng at 4593
Sentence4269	2832	baseline2021 ranked at 419, higher than cat+oci+spa-eng at 3251
Sentence3442	2830	cat+oci+spa-eng ranked at 898, higher than baseline2021 at 3728
Sentence3781	2830	cat+oci+spa-eng ranked at 1286, higher than baseline2021 at 4116
Sentence995	2830	baseline2021 ranked at 1669, higher than cat+oci+spa-eng at 4499
Sentence254	2827	baseline2021 ranked at 3650, higher than cat+oci+spa-eng at 6477
Sentence2117	2825	baseline2021 ranked at 2919, higher than cat+oci+spa-eng at 5744
Sentence4337	2824	cat+oci+spa-eng ranked at 237, higher than baseline2021 at 3061
Sentence4497	2823	cat+oci+spa-eng ranked at 2597, higher than baseline2021 at 5420
Sentence2730	2822	cat+oci+spa-eng ranked at 1692, higher than baseline2021 at 4514
Sentence1784	2820	cat+oci+spa-eng ranked at 655, higher than baseline2021 at 3475
Sentence2852	2819	baseline2021 ranked at 1453, higher than cat+oci+spa-eng at 4272
Sentence2350	2817	baseline2021 ranked at 840, higher than cat+oci+spa-eng at 3657
Sentence1460	2817	cat+oci+spa-eng ranked at 3660, higher than baseline2021 at 6477
Sentence3459	2816	baseline2021 ranked at 3315, higher than cat+oci+spa-eng at 6131
Sentence1494	2814	cat+oci+spa-eng ranked at 2706, higher than baseline2021 at 5520
Sentence3989	2811	cat+oci+spa-eng ranked at 3220, higher than baseline2021 at 6031
Sentence6255	2805	cat+oci+spa-eng ranked at 632, higher than baseline2021 at 3437
Sentence2359	2804	cat+oci+spa-eng ranked at 3379, higher than baseline2021 at 6183
Sentence5558	2803	baseline2021 ranked at 2025, higher than cat+oci+spa-eng at 4828
Sentence814	2802	cat+oci+spa-eng ranked at 509, higher than baseline2021 at 3311
Sentence5448	2800	cat+oci+spa-eng ranked at 2556, higher than baseline2021 at 5356
Sentence1236	2798	cat+oci+spa-eng ranked at 1777, higher than baseline2021 at 4575
Sentence293	2796	cat+oci+spa-eng ranked at 3132, higher than baseline2021 at 5928
Sentence1732	2795	cat+oci+spa-eng ranked at 789, higher than baseline2021 at 3584
Sentence4256	2795	cat+oci+spa-eng ranked at 1976, higher than baseline2021 at 4771
Sentence1864	2794	baseline2021 ranked at 399, higher than cat+oci+spa-eng at 3193
Sentence4194	2792	baseline2021 ranked at 1612, higher than cat+oci+spa-eng at 4404
Sentence1467	2788	cat+oci+spa-eng ranked at 3591, higher than baseline2021 at 6379
Sentence378	2783	cat+oci+spa-eng ranked at 744, higher than baseline2021 at 3527
Sentence5548	2783	cat+oci+spa-eng ranked at 1161, higher than baseline2021 at 3944
Sentence3044	2782	cat+oci+spa-eng ranked at 2459, higher than baseline2021 at 5241
Sentence4647	2779	cat+oci+spa-eng ranked at 3142, higher than baseline2021 at 5921
Sentence2576	2777	cat+oci+spa-eng ranked at 2183, higher than baseline2021 at 4960
Sentence2104	2777	cat+oci+spa-eng ranked at 3682, higher than baseline2021 at 6459
Sentence4252	2775	baseline2021 ranked at 16, higher than cat+oci+spa-eng at 2791
Sentence1056	2775	baseline2021 ranked at 2880, higher than cat+oci+spa-eng at 5655
Sentence3453	2775	baseline2021 ranked at 3293, higher than cat+oci+spa-eng at 6068
Sentence3290	2774	baseline2021 ranked at 1990, higher than cat+oci+spa-eng at 4764
Sentence5343	2771	baseline2021 ranked at 665, higher than cat+oci+spa-eng at 3436
Sentence6458	2769	baseline2021 ranked at 69, higher than cat+oci+spa-eng at 2838
Sentence2455	2769	baseline2021 ranked at 2355, higher than cat+oci+spa-eng at 5124
Sentence1199	2766	cat+oci+spa-eng ranked at 2281, higher than baseline2021 at 5047
Sentence2638	2765	cat+oci+spa-eng ranked at 2536, higher than baseline2021 at 5301
Sentence266	2765	baseline2021 ranked at 1916, higher than cat+oci+spa-eng at 4681
Sentence1943	2761	cat+oci+spa-eng ranked at 238, higher than baseline2021 at 2999
Sentence2613	2758	cat+oci+spa-eng ranked at 621, higher than baseline2021 at 3379
Sentence1126	2758	cat+oci+spa-eng ranked at 1112, higher than baseline2021 at 3870
Sentence2427	2758	cat+oci+spa-eng ranked at 3017, higher than baseline2021 at 5775
Sentence5570	2757	cat+oci+spa-eng ranked at 519, higher than baseline2021 at 3276
Sentence275	2757	baseline2021 ranked at 533, higher than cat+oci+spa-eng at 3290
Sentence3648	2754	cat+oci+spa-eng ranked at 533, higher than baseline2021 at 3287
Sentence1523	2752	cat+oci+spa-eng ranked at 3304, higher than baseline2021 at 6056
Sentence883	2751	cat+oci+spa-eng ranked at 531, higher than baseline2021 at 3282
Sentence1805	2750	cat+oci+spa-eng ranked at 3530, higher than baseline2021 at 6280
Sentence900	2748	baseline2021 ranked at 3727, higher than cat+oci+spa-eng at 6475
Sentence2236	2747	cat+oci+spa-eng ranked at 198, higher than baseline2021 at 2945
Sentence865	2744	cat+oci+spa-eng ranked at 2720, higher than baseline2021 at 5464
Sentence2159	2743	cat+oci+spa-eng ranked at 692, higher than baseline2021 at 3435
Sentence4672	2738	cat+oci+spa-eng ranked at 1054, higher than baseline2021 at 3792
Sentence3578	2738	cat+oci+spa-eng ranked at 2700, higher than baseline2021 at 5438
Sentence5219	2737	baseline2021 ranked at 3373, higher than cat+oci+spa-eng at 6110
Sentence4102	2736	baseline2021 ranked at 2075, higher than cat+oci+spa-eng at 4811
Sentence1363	2733	cat+oci+spa-eng ranked at 611, higher than baseline2021 at 3344
Sentence324	2727	baseline2021 ranked at 3057, higher than cat+oci+spa-eng at 5784
Sentence757	2726	cat+oci+spa-eng ranked at 2532, higher than baseline2021 at 5258
Sentence3902	2722	baseline2021 ranked at 182, higher than cat+oci+spa-eng at 2904
Sentence557	2722	cat+oci+spa-eng ranked at 3499, higher than baseline2021 at 6221
Sentence1062	2720	baseline2021 ranked at 1338, higher than cat+oci+spa-eng at 4058
Sentence3455	2719	baseline2021 ranked at 1439, higher than cat+oci+spa-eng at 4158
Sentence5464	2718	cat+oci+spa-eng ranked at 3191, higher than baseline2021 at 5909
Sentence308	2718	baseline2021 ranked at 1820, higher than cat+oci+spa-eng at 4538
Sentence12	2718	baseline2021 ranked at 3763, higher than cat+oci+spa-eng at 6481
Sentence1828	2716	cat+oci+spa-eng ranked at 186, higher than baseline2021 at 2902
Sentence5675	2716	cat+oci+spa-eng ranked at 2516, higher than baseline2021 at 5232
Sentence2654	2716	baseline2021 ranked at 2419, higher than cat+oci+spa-eng at 5135
Sentence5073	2708	cat+oci+spa-eng ranked at 674, higher than baseline2021 at 3382
Sentence3093	2706	cat+oci+spa-eng ranked at 3578, higher than baseline2021 at 6284
Sentence5074	2706	baseline2021 ranked at 2804, higher than cat+oci+spa-eng at 5510
Sentence1774	2705	cat+oci+spa-eng ranked at 1669, higher than baseline2021 at 4374
Sentence5295	2702	baseline2021 ranked at 3643, higher than cat+oci+spa-eng at 6345
Sentence3063	2700	cat+oci+spa-eng ranked at 2803, higher than baseline2021 at 5503
Sentence3793	2699	baseline2021 ranked at 1243, higher than cat+oci+spa-eng at 3942
Sentence1191	2697	cat+oci+spa-eng ranked at 2549, higher than baseline2021 at 5246
Sentence3169	2697	baseline2021 ranked at 844, higher than cat+oci+spa-eng at 3541
Sentence3203	2695	baseline2021 ranked at 1292, higher than cat+oci+spa-eng at 3987
Sentence3178	2694	cat+oci+spa-eng ranked at 1571, higher than baseline2021 at 4265
Sentence1600	2694	baseline2021 ranked at 550, higher than cat+oci+spa-eng at 3244
Sentence3117	2694	baseline2021 ranked at 691, higher than cat+oci+spa-eng at 3385
Sentence4414	2693	cat+oci+spa-eng ranked at 3441, higher than baseline2021 at 6134
Sentence4613	2691	baseline2021 ranked at 394, higher than cat+oci+spa-eng at 3085
Sentence709	2691	cat+oci+spa-eng ranked at 3472, higher than baseline2021 at 6163
Sentence2727	2688	cat+oci+spa-eng ranked at 1559, higher than baseline2021 at 4247
Sentence6269	2687	baseline2021 ranked at 347, higher than cat+oci+spa-eng at 3034
Sentence924	2686	baseline2021 ranked at 402, higher than cat+oci+spa-eng at 3088
Sentence1680	2686	cat+oci+spa-eng ranked at 3151, higher than baseline2021 at 5837
Sentence6246	2684	cat+oci+spa-eng ranked at 3360, higher than baseline2021 at 6044
Sentence3699	2683	cat+oci+spa-eng ranked at 69, higher than baseline2021 at 2752
Sentence5173	2679	baseline2021 ranked at 1080, higher than cat+oci+spa-eng at 3759
Sentence3733	2678	cat+oci+spa-eng ranked at 694, higher than baseline2021 at 3372
Sentence2224	2676	baseline2021 ranked at 2572, higher than cat+oci+spa-eng at 5248
Sentence2100	2674	cat+oci+spa-eng ranked at 1353, higher than baseline2021 at 4027
Sentence3346	2668	cat+oci+spa-eng ranked at 956, higher than baseline2021 at 3624
Sentence5266	2665	cat+oci+spa-eng ranked at 124, higher than baseline2021 at 2789
Sentence2400	2665	cat+oci+spa-eng ranked at 755, higher than baseline2021 at 3420
Sentence874	2664	cat+oci+spa-eng ranked at 557, higher than baseline2021 at 3221
Sentence1725	2664	cat+oci+spa-eng ranked at 1837, higher than baseline2021 at 4501
Sentence6184	2664	cat+oci+spa-eng ranked at 3223, higher than baseline2021 at 5887
Sentence85	2659	baseline2021 ranked at 946, higher than cat+oci+spa-eng at 3605
Sentence4728	2656	baseline2021 ranked at 2566, higher than cat+oci+spa-eng at 5222
Sentence2013	2653	cat+oci+spa-eng ranked at 894, higher than baseline2021 at 3547
Sentence5634	2653	baseline2021 ranked at 485, higher than cat+oci+spa-eng at 3138
Sentence2777	2651	cat+oci+spa-eng ranked at 656, higher than baseline2021 at 3307
Sentence4755	2651	baseline2021 ranked at 2810, higher than cat+oci+spa-eng at 5461
Sentence2450	2649	cat+oci+spa-eng ranked at 1423, higher than baseline2021 at 4072
Sentence4210	2648	baseline2021 ranked at 1498, higher than cat+oci+spa-eng at 4146
Sentence5865	2646	cat+oci+spa-eng ranked at 512, higher than baseline2021 at 3158
Sentence1312	2643	cat+oci+spa-eng ranked at 1136, higher than baseline2021 at 3779
Sentence4496	2641	baseline2021 ranked at 606, higher than cat+oci+spa-eng at 3247
Sentence6161	2638	baseline2021 ranked at 889, higher than cat+oci+spa-eng at 3527
Sentence2443	2637	baseline2021 ranked at 907, higher than cat+oci+spa-eng at 3544
Sentence6181	2637	baseline2021 ranked at 2152, higher than cat+oci+spa-eng at 4789
Sentence6498	2634	baseline2021 ranked at 2405, higher than cat+oci+spa-eng at 5039
Sentence2616	2633	cat+oci+spa-eng ranked at 979, higher than baseline2021 at 3612
Sentence4511	2632	cat+oci+spa-eng ranked at 1056, higher than baseline2021 at 3688
Sentence2080	2628	baseline2021 ranked at 2714, higher than cat+oci+spa-eng at 5342
Sentence5937	2627	baseline2021 ranked at 149, higher than cat+oci+spa-eng at 2776
Sentence5764	2627	baseline2021 ranked at 165, higher than cat+oci+spa-eng at 2792
Sentence4121	2623	cat+oci+spa-eng ranked at 1984, higher than baseline2021 at 4607
Sentence2373	2623	baseline2021 ranked at 1893, higher than cat+oci+spa-eng at 4516
Sentence2552	2622	baseline2021 ranked at 1018, higher than cat+oci+spa-eng at 3640
Sentence2353	2619	cat+oci+spa-eng ranked at 2981, higher than baseline2021 at 5600
Sentence2687	2619	baseline2021 ranked at 723, higher than cat+oci+spa-eng at 3342
Sentence2856	2617	cat+oci+spa-eng ranked at 1890, higher than baseline2021 at 4507
Sentence1443	2617	baseline2021 ranked at 1513, higher than cat+oci+spa-eng at 4130
Sentence1054	2616	cat+oci+spa-eng ranked at 2572, higher than baseline2021 at 5188
Sentence1893	2614	cat+oci+spa-eng ranked at 2767, higher than baseline2021 at 5381
Sentence4004	2612	baseline2021 ranked at 3239, higher than cat+oci+spa-eng at 5851
Sentence2139	2612	baseline2021 ranked at 3695, higher than cat+oci+spa-eng at 6307
Sentence5057	2606	cat+oci+spa-eng ranked at 151, higher than baseline2021 at 2757
Sentence4333	2606	cat+oci+spa-eng ranked at 2961, higher than baseline2021 at 5567
Sentence20	2604	cat+oci+spa-eng ranked at 154, higher than baseline2021 at 2758
Sentence5220	2604	baseline2021 ranked at 3735, higher than cat+oci+spa-eng at 6339
Sentence3225	2603	cat+oci+spa-eng ranked at 3745, higher than baseline2021 at 6348
Sentence2798	2602	cat+oci+spa-eng ranked at 3610, higher than baseline2021 at 6212
Sentence228	2601	cat+oci+spa-eng ranked at 2024, higher than baseline2021 at 4625
Sentence5178	2600	baseline2021 ranked at 607, higher than cat+oci+spa-eng at 3207
Sentence5196	2600	baseline2021 ranked at 1152, higher than cat+oci+spa-eng at 3752
Sentence4297	2599	cat+oci+spa-eng ranked at 1184, higher than baseline2021 at 3783
Sentence2637	2597	baseline2021 ranked at 36, higher than cat+oci+spa-eng at 2633
Sentence1830	2596	cat+oci+spa-eng ranked at 3227, higher than baseline2021 at 5823
Sentence6314	2596	baseline2021 ranked at 3040, higher than cat+oci+spa-eng at 5636
Sentence6111	2596	baseline2021 ranked at 3466, higher than cat+oci+spa-eng at 6062
Sentence3832	2593	baseline2021 ranked at 2521, higher than cat+oci+spa-eng at 5114
Sentence2650	2592	baseline2021 ranked at 1335, higher than cat+oci+spa-eng at 3927
Sentence4570	2592	baseline2021 ranked at 2520, higher than cat+oci+spa-eng at 5112
Sentence3897	2591	cat+oci+spa-eng ranked at 1602, higher than baseline2021 at 4193
Sentence2454	2589	cat+oci+spa-eng ranked at 3012, higher than baseline2021 at 5601
Sentence4188	2586	cat+oci+spa-eng ranked at 3135, higher than baseline2021 at 5721
Sentence4107	2584	baseline2021 ranked at 342, higher than cat+oci+spa-eng at 2926
Sentence2702	2584	cat+oci+spa-eng ranked at 3662, higher than baseline2021 at 6246
Sentence3055	2581	cat+oci+spa-eng ranked at 635, higher than baseline2021 at 3216
Sentence4084	2578	cat+oci+spa-eng ranked at 2464, higher than baseline2021 at 5042
Sentence5983	2577	cat+oci+spa-eng ranked at 2933, higher than baseline2021 at 5510
Sentence1392	2573	baseline2021 ranked at 3338, higher than cat+oci+spa-eng at 5911
Sentence2867	2569	baseline2021 ranked at 2800, higher than cat+oci+spa-eng at 5369
Sentence283	2567	baseline2021 ranked at 1032, higher than cat+oci+spa-eng at 3599
Sentence3764	2566	baseline2021 ranked at 206, higher than cat+oci+spa-eng at 2772
Sentence5966	2566	baseline2021 ranked at 1484, higher than cat+oci+spa-eng at 4050
Sentence2689	2565	baseline2021 ranked at 3634, higher than cat+oci+spa-eng at 6199
Sentence2318	2561	cat+oci+spa-eng ranked at 51, higher than baseline2021 at 2612
Sentence5447	2560	cat+oci+spa-eng ranked at 3554, higher than baseline2021 at 6114
Sentence715	2558	cat+oci+spa-eng ranked at 187, higher than baseline2021 at 2745
Sentence5398	2558	cat+oci+spa-eng ranked at 1208, higher than baseline2021 at 3766
Sentence61	2556	cat+oci+spa-eng ranked at 3107, higher than baseline2021 at 5663
Sentence4707	2555	cat+oci+spa-eng ranked at 1299, higher than baseline2021 at 3854
Sentence2941	2555	cat+oci+spa-eng ranked at 2366, higher than baseline2021 at 4921
Sentence2813	2554	cat+oci+spa-eng ranked at 1631, higher than baseline2021 at 4185
Sentence2825	2552	cat+oci+spa-eng ranked at 1937, higher than baseline2021 at 4489
Sentence4653	2552	baseline2021 ranked at 477, higher than cat+oci+spa-eng at 3029
Sentence2768	2552	baseline2021 ranked at 3410, higher than cat+oci+spa-eng at 5962
Sentence5587	2549	baseline2021 ranked at 2879, higher than cat+oci+spa-eng at 5428
Sentence2826	2546	baseline2021 ranked at 3202, higher than cat+oci+spa-eng at 5748
Sentence3908	2542	cat+oci+spa-eng ranked at 3286, higher than baseline2021 at 5828
Sentence3304	2539	cat+oci+spa-eng ranked at 3230, higher than baseline2021 at 5769
Sentence2382	2536	cat+oci+spa-eng ranked at 494, higher than baseline2021 at 3030
Sentence3739	2535	cat+oci+spa-eng ranked at 12, higher than baseline2021 at 2547
Sentence1369	2535	baseline2021 ranked at 1558, higher than cat+oci+spa-eng at 4093
Sentence2653	2535	baseline2021 ranked at 3687, higher than cat+oci+spa-eng at 6222
Sentence1141	2534	baseline2021 ranked at 3314, higher than cat+oci+spa-eng at 5848
Sentence1744	2533	baseline2021 ranked at 1775, higher than cat+oci+spa-eng at 4308
Sentence6117	2531	cat+oci+spa-eng ranked at 3494, higher than baseline2021 at 6025
Sentence6122	2531	baseline2021 ranked at 2580, higher than cat+oci+spa-eng at 5111
Sentence1331	2530	baseline2021 ranked at 207, higher than cat+oci+spa-eng at 2737
Sentence5723	2529	baseline2021 ranked at 2589, higher than cat+oci+spa-eng at 5118
Sentence3519	2529	baseline2021 ranked at 3253, higher than cat+oci+spa-eng at 5782
Sentence3585	2527	baseline2021 ranked at 834, higher than cat+oci+spa-eng at 3361
Sentence33	2525	baseline2021 ranked at 3066, higher than cat+oci+spa-eng at 5591
Sentence1514	2523	cat+oci+spa-eng ranked at 577, higher than baseline2021 at 3100
Sentence3636	2522	cat+oci+spa-eng ranked at 68, higher than baseline2021 at 2590
Sentence3470	2519	baseline2021 ranked at 638, higher than cat+oci+spa-eng at 3157
Sentence584	2518	cat+oci+spa-eng ranked at 947, higher than baseline2021 at 3465
Sentence4312	2518	cat+oci+spa-eng ranked at 3717, higher than baseline2021 at 6235
Sentence2959	2516	baseline2021 ranked at 2650, higher than cat+oci+spa-eng at 5166
Sentence3333	2514	baseline2021 ranked at 1844, higher than cat+oci+spa-eng at 4358
Sentence3330	2511	baseline2021 ranked at 1562, higher than cat+oci+spa-eng at 4073
Sentence2594	2511	baseline2021 ranked at 1960, higher than cat+oci+spa-eng at 4471
Sentence682	2511	baseline2021 ranked at 2173, higher than cat+oci+spa-eng at 4684
Sentence895	2510	cat+oci+spa-eng ranked at 1005, higher than baseline2021 at 3515
Sentence1055	2510	cat+oci+spa-eng ranked at 2934, higher than baseline2021 at 5444
Sentence1353	2509	baseline2021 ranked at 2204, higher than cat+oci+spa-eng at 4713
Sentence6029	2506	baseline2021 ranked at 1662, higher than cat+oci+spa-eng at 4168
Sentence1381	2500	baseline2021 ranked at 3129, higher than cat+oci+spa-eng at 5629
Sentence2281	2498	baseline2021 ranked at 1387, higher than cat+oci+spa-eng at 3885
Sentence2375	2496	cat+oci+spa-eng ranked at 3004, higher than baseline2021 at 5500
Sentence1287	2496	baseline2021 ranked at 2080, higher than cat+oci+spa-eng at 4576
Sentence5216	2494	cat+oci+spa-eng ranked at 228, higher than baseline2021 at 2722
